Formula	Molar Mass	CAS Registry Number	Name	
C6H14	86.177	110-54-3	Hexane	
$$$Boiling Point	
T [K]	P [kPa]	State	Reference	
341.85	101.325	Vapor-Liquid	1	
Number	Source	
1	Suresh Reddy K.V.N.; Sankara Reddy G.; Krishnaiah A.: Excess Volumes, Densities, Speeds of Sound and Viscosities for the Binary Systems of Diisopropyl Ether with Hydrocarbons at 303.15 K. Thermochim.Acta 440 (2006) 43-50	
$$$Compressibility (isentropic)	
T [K]	Compressibility (isentropic) [/kPa]	State	Reference	
298.15	1.31460001285E-006	Liquid	5	
298.15	1.31499996314E-006	Liquid	2	
298.15	1.31668002723E-006	Liquid	6	
298.15	1.31761999E-006	Liquid	4	
298.15	1.3176900211E-006	Liquid	1	
298.15	1.31781996515E-006	Liquid	3	
Number	Source	
1	Junquera E.; Tardajos G.; Aicart E.: n-hexane or n-heptane or n-octane or n-decane) at 298.15 K. J.Chem.Thermodyn. 20 (1988) 1461-1467	
2	de Cominges B.E.; Iglesias T.P.; Pineiro M.M.; Legido J.L.; Paz Andrade M.I.: Refractive Indices and Speeds of Sound of Binary Mixtures of n-Octane with 1-Alkanol at the Temperature 298.15 K. Phys.Chem.Liq. 37 (1999) 683-699	
3	Aicart E.; Kumaran M.K.; Halpin C.J.; Benson G.C.: Ultrasonic Speeds and Isentropic Compressibilities of 2-Methylpentan-1-ol with Hexane Isomers at 298.15 K. J.Chem.Thermodyn. 15 (1983) 1189-1197	
4	Aicart E.; Kumaran M.K.; Halpin C.J.; Benson G.C.: Ultrasonic speeds and isentropic compressibilities of n-heptane + each of the hexane isomers at 298.15 K.. J.Chem.Thermodyn. 15 (1983) 919-925	
5	Dominguez M.; Pardo J.; Santafe J.; Royo F.M.; Urieta J.S.: Densities, Speeds of Sound and Isentropic Compressibilities of Binary and Ternary Mixtures containing Benzene, Cyclohexane and Hexane at 298.15 K. Fluid Phase Equilib. 118 (1996) 227-240	
6	Tardajos G.; Diaz Pena M.; Aicart E.: Speed of sound in pure liquids by a pulse-echo-overlap method. J.Chem.Thermodyn. 18 (1986) 683-689	
$$$Compressibility (isothermal)	
T [K]	Compressibility (isothermal) [/kPa]	State	Reference	
293.20	1.64999994468E-006	Liquid	1	
298.15	1.67399991824E-006	Liquid	2	
303.20	1.77750007424E-006	Liquid	1	
313.20	1.92159996004E-006	Liquid	1	
318.15	2.03299987334E-006	Liquid	2	
Number	Source	
1	Technische Hochschule Carl Schorlemmer Leuna-Merseburg, Merseburg (GDR): Unpublished data. Unpublished Data  (1989) 1-360	
2	Bauder A.; Guenthard H.H.: Thermodynamic properties of formamide. (Ger). Helv.Chim.Acta 41 (1958) 670-673	
$$$Compressibility Factor (isothermal)	
T [K]	P [kPa]	Compressibility Factor (isothermal) [-]	State	Reference	
348.15	-1220.0000	Vapor	1	
348.20	-1294.0000	Vapor	2	
348.20	-1289.0000	Vapor	2	
358.20	-1220.0000	Vapor	2	
373.20	-1110.0000	Vapor	2	
523.00	-451.8000	Vapor	4	
523.15	-448.6000	Vapor	5	
573.00	-354.2000	Vapor	4	
573.15	-354.4000	Vapor	5	
623.00	-286.3000	Vapor	4	
623.15	-293.1000	Vapor	5	
663.15	-213.6000	Vapor	5	
Number	Source	
1	Kasprzycka-Guttman T.; Chojnacka I.: (Vapour + liquid) equilibria of  (pyridine or alpha-picoline + a C6 to C10 n-alkane) at 348.15 K. J.Chem.Thermodyn. 21 (1989) 721-725	
2	Xueqin A.; McElroy P.J.; Malhotra R.; Weiguo S.; Williamson A.G.: Accurate Second Virial Coefficients of n-Alkanes. J.Chem.Thermodyn. 22 (1990) 487-499	
3	Fenclova D.; Dohnal V.: (Vapour + liquid) equilibria of {1-bromo-1-chloro-2,2,2-trifluoroethane (halothane) + an oxygenated solvent or hexane}. J.Chem.Thermodyn. 25 (1993) 689-697	
4	Abdulagatov I.M.; Bazaev A.R.; Ramazanova A.E.: PVTx-Properties and Virial Coefficients of the Water - n-Hexane System. Int.J.Phys.Chem.Ber.Bunsen-Ges. 98 (1994) 1596-1600	
5	Abdulagatov I.M.; Bazaev A.R.; Gasanov R.K.; Ramazanova A.E.: Measurements of the (P, rho, T) Properties and Virial Coefficients of Pure Water, Methane, n-Hexane, n-Octane, Benzene and of their Aqueous Mixtures in the Supercritical Region. J.Chem.Thermodyn. 28 (1996) 1037-1057	
6	Semeniuk B.; Kasprzycka-Guttman T.: (Vapour + liquid) equilibria of (beta- or gamma-picoline + a C6 to C9 n-alkane) at 348.15 K. J.Chem.Thermodyn. 20 (1988) 1427-1431	
