Formula	Molar Mass	CAS Registry Number	Name	
C6H12	84.161	110-82-7	Cyclohexane	
$$$Boiling Point	
T [K]	P [kPa]	State	Reference	
353.95	101.325	Vapor-Liquid	1	
Number	Source	
1	Suresh Reddy K.V.N.; Sankara Reddy G.; Krishnaiah A.: Excess Volumes, Densities, Speeds of Sound and Viscosities for the Binary Systems of Diisopropyl Ether with Hydrocarbons at 303.15 K. Thermochim.Acta 440 (2006) 43-50	
$$$Compressibility (isentropic)	
T [K]	Compressibility (isentropic) [/kPa]	State	Reference	
298.15	8.18999978947E-007	Liquid	5	
298.15	8.21300034204E-007	Liquid	6	
298.15	8.21699984499E-007	Liquid	3	
298.15	8.21800028916E-007	Liquid	3	
298.15	8.2190001649E-007	Liquid	3	
298.15	8.22000004064E-007	Liquid	2	
298.15	8.22790013899E-007	Liquid	1	
303.15	8.58999953834E-007	Liquid	4	
308.15	8.94999971024E-007	Liquid	5	
Number	Source	
1	Junquera E.; Tardajos G.; Aicart E.: n-hexane or n-heptane or n-octane or n-decane) at 298.15 K. J.Chem.Thermodyn. 20 (1988) 1461-1467	
2	Iglesias M.; Orge B.; Tojo J.: Speeds of sound, densities, refractive indices, and isentropic compressibilities of {x1C6H6 + x2c-C6H12 + (1-x1-x2)C6H5Cl} at the temperature 298.15 K. J.Chem.Thermodyn. 26 (1994) 1179-1185	
3	Ohomuro K.; Tamura K.; Murakami S.: Speeds of sound, excess molar volumes, and isentropic compressibilities of {xCH3COC2H5 + (1 - x)C7H16}, {xCH3COC2H5 + (1 - x)c-C6H12}, {xCH3COC2H5 + (1 - x)c-C6H11CH3}, {xC2H5COC2H5 + (1 - x)C7H16}, and {xC2H5COC2H5 + (1 - x)c-C6H12} at 298.15 K. J.Chem.Thermodyn. 19 (1987) 163-169	
4	Oswal S.; Patel A.T.: 1. Tri-n-alkylamines with Cycloxehane and Benzene. J.Chem.Eng.Data 39 (1994) 366-371	
5	Nath J.; Dixit A.P.: Ultrasonic Velocities in, and Adiabatic Compressibilities and Excess Volumes for, Binary Liquid Mixtures of Acetone with Tetrachloroethylene, Trichloroethylene, Methylene Chloride, 1,2-Dichloroethane, and Cyclohexane. J.Chem.Eng.Data 29 (1984) 313-316	
6	Dominguez M.; Pardo J.; Santafe J.; Royo F.M.; Urieta J.S.: Densities, Speeds of Sound and Isentropic Compressibilities of Binary and Ternary Mixtures containing Benzene, Cyclohexane and Hexane at 298.15 K. Fluid Phase Equilib. 118 (1996) 227-240	
$$$Compressibility (isothermal)	
T [K]	Compressibility (isothermal) [/kPa]	State	Reference	
293.20	1.12930001706E-006	Liquid	1	
298.15	1.11969995942E-006	Liquid	3	
298.20	1.18299999485E-006	Liquid	2	
308.15	1.21879998005E-006	Liquid	3	
313.20	1.27800001337E-006	Liquid	1	
318.15	1.33080004616E-006	Liquid	3	
333.15	1.51950007421E-006	Liquid	3	
333.20	1.45550006891E-006	Liquid	1	
Number	Source	
1	Technische Hochschule Carl Schorlemmer Leuna-Merseburg, Merseburg (GDR): Unpublished data. Unpublished Data  (1989) 1-360	
2	Polzin B.; Weiss A.: VIII. Molar Volume and Selfdiffusion of Organic Liquids at Pressures up to 200 MPa. Ber.Bunsen-Ges.Phys.Chem. 94 (1990) 746-758	
3	Aicart E.; Tardajos G.; Diaz Pena M.: Isothermal Compressibility of Cyclohexane + n-Tridecane and +N-Pentadecane at 298.15, 308.15, 318.15, and 333.15 K. J.Chem.Thermodyn. 13 (1981) 783-788	
$$$Critical Data	
T [K]	P [kPa]	State	Reference	
553.15	4033.300	Critical Point	4	
553.35		Critical Point	1	
554.10		Critical Point	2	
554.15	3978.560	Critical Point	5	
Number	Source	
1	Richardson M.J.; Rowlinson J.S.: The Solubility of Mercury in Gases at High Density. Trans.Faraday Soc. 55 (1959) 1333-1337	
2	Rätzsch M.: Kritische Temperaturen binärer Systeme. Z.Phys.Chem.(Leipzig) 243 (1970) 212-220	
3	Simon M.: Methods and instruments employed at the Bureau of physisochemical standards. XV. Critical constants and straight-line diameters of 10 hydrocarbons. (Fr). Bull.Soc.Chim.Belg. 66 (1957) 375-381	
4	Young S.; Fortey E.C.: The vapour pressures, specific volumes and critical constants of hexamethylene. J.Chem.Soc.London 75 (1899) 873-883	
5	Glaser F.; Rüland H.: Untersuchungen über Dampfdruckkurven und kritische Daten einiger technisch wichtiger organischer Substanzen. Chem.Ing.Tech. CIT 29 (1957) 772-775	
6	Cheng D.C.-H.: Critical temperatures and volumes of some binary systems. Chem.Eng.Sci. 18 (1963) 715-724	
$$$Density	
T [K]	P [kPa]	Density [kg/m3]	State	Reference	
303.15	11000.000	0.00108700001147	Liquid	1	
303.15	12000.000	0.00107899995055	Liquid	1	
303.15	13000.000	0.00107200001366	Liquid	1	
303.15	14000.000	0.00106499996036	Liquid	1	
303.15	15000.000	0.00105800002348	Liquid	1	
303.15	16000.000	0.00105199997779	Liquid	1	
303.15	17000.000	0.0010450000409	Liquid	1	
303.15	18000.000	0.0010379999876	Liquid	1	
303.15	19000.000	0.00103199994192	Liquid	1	
303.15	20000.000	0.00102500000503	Liquid	1	
303.15	21000.000	0.00101799995173	Liquid	1	
303.15	22000.000	0.00101200002246	Liquid	1	
303.15	23000.000	0.00100699998438	Liquid	1	
303.15	24000.000	0.00100100005511	Liquid	1	
303.15	25000.000	0.00099400000181	Liquid	1	
303.15	26000.000	0.000987999956124	Liquid	1	
303.15	27000.000	0.000985000049695	Liquid	1	
303.15	28000.000	0.000976999988779	Liquid	1	
303.15	29000.000	0.00097499997355	Liquid	1	
303.15	30000.000	0.000969999993686	Liquid	1	
Number	Source	
1	Verdier S.; Andersen S.I.: Determination of Isobaric Thermal Expansivity of Organic Compounds from 0.1 to 30 MPa at 30°C an Isothermal Pressure Scanning Microcalorimeter. J.Chem.Eng.Data 48 (2003) 892-897	
2	Ewing M.B.; Marsh K.N.: Excess Gibbs Free Energies, Excess Enthalpies, Excess Volumes and Isothermal Compressibilities of Cyclohexane + 2,3-Dimethylbutane. J.Chem.Thermodyn. 6 (1974) 35-41	
$$$Transition Temperature	
T [K]	P [kPa]	State	Reference	
185.90	101.325	Crystal 2 > Crystal 1	6	
185.95		Solid-Solid	1	
186.05	101.325	Crystal 2 > Crystal 1	5	
186.09	101.325	Solid-Solid	3	
186.10		Solid-Solid	2	
186.35		Crystal 2 > Crystal 1	4	
Number	Source	
1	Parks G.S.; Huffman H.M.: Some Fusion and Transition Data for Hydrocarbons. Ind.Eng.Chem. Ind.Ed. 23 (1931) 1138-1139	
2	Ruehrwein R.A.; Huffman H.M.: Thermal Data. XVII. The Heat Capacity, Entropy, and Free Energy of Formation of Cyclohexane. A New Method of Heat Transfer in Low Temperature Calorimetry. J.Am.Chem.Soc. 65 (1943) 1620-1625	
3	Aston J.G.; Szasz G.J.; Fink H.L.: The Heat Capacity and Entropy. Heats of Transition, Fusion and Vaporization and the Vapor Pressures of Cyclohexane. The Vibrational Frequencies of Alicyclic Ring Systems. J.Am.Chem.Soc. 65 (1943) 1135-1139	
4	Ziegler W.T.; Andrews D.H.: The Heat Capacity of Benzene-D6.. J.Am.Chem.Soc. 64 (1942) 2482-2485	
5	Kaarsemaker S.; Coops J.: Thermal quantities of some cycloparaffins. Part III. Results of measurements.. Recl.Trav.Chim.Pays-Bas 71 (1952) 261-276	
6	Parks G.S.; Huffman H.M.; Thomas S.B.: VI. The Heat Capacities, Entropies and Free Energies of Some Saturated, Non-Benzeniod Hydrocarbons. J.Am.Chem.Soc. 52 (1930) 1032-1041	
$$$Triple Point	
T [K]	P [kPa]	State	Reference	
279.48	5.388	Solid-Liquid-Vapor	2	
279.70		Solid-Liquid-Vapor	3	
279.83		Solid-Liquid-Vapor	1	
Number	Source	
1	Stokes R.H.; Tomlins R.P.: Thermodynamic functions of melting for cyclohexane.. J.Chem.Thermodyn. 6 (1974) 379-386	
2	Aston J.G.; Szasz G.J.; Fink H.L.: The Heat Capacity and Entropy. Heats of Transition, Fusion and Vaporization and the Vapor Pressures of Cyclohexane. The Vibrational Frequencies of Alicyclic Ring Systems. J.Am.Chem.Soc. 65 (1943) 1135-1139	
3	Knauth P.; Sabbah R.: Development and applications of a low-temperature differential thermal analyzer (77 < T,K < 330).. J.Therm.Anal. 36 (1990) 969-977	
$$$Vapor Pressure	
T [K]	P [kPa]	State	Reference	
279.23	5.164	Vapor-Liquid	4	
283.85	6.575	Vapor-Liquid	4	
285.68	7.227	Vapor-Liquid	4	
288.18	8.159	Vapor-Liquid	4	
290.38	9.094	Vapor-Liquid	4	
293.15	10.362	Vapor-Liquid	1	
293.17	10.252	Vapor-Liquid	5	
293.89	10.718	Vapor-Liquid	4	
296.28	11.986	Vapor-Liquid	4	
298.15	13.011	Vapor-Liquid	3	
298.15	13.035	Vapor-Liquid	1	
298.29	13.120	Vapor-Liquid	4	
303.15	16.188	Vapor-Liquid	6	
303.15	16.236	Vapor-Liquid	1	
308.15	20.076	Vapor-Liquid	1	
313.15	24.605	Vapor-Liquid	6	
313.15	24.646	Vapor-Liquid	1	
323.15	36.240	Vapor-Liquid	6	
325.84	39.997	Vapor-Liquid	5	
333.15	51.909	Vapor-Liquid	6	
343.15	72.525	Vapor-Liquid	6	
353.15	99.084	Vapor-Liquid	6	
353.65	99.325	Vapor-Liquid	2	
355.62	106.658	Vapor-Liquid	5	
378.37	199.984	Vapor-Liquid	5	
433.17	670.345	Vapor-Liquid	5	
493.06	1813.180	Vapor-Liquid	5	
513.55	2430.470	Vapor-Liquid	5	
551.23	3959.410	Vapor-Liquid	5	
Number	Source	
1	Anisimova Z.Kh.; Konakbaeva E.G.; Shakhparonov M.I.: Untersuchung des Dampfdrucks von binären  Nichtelektrolytlösungen. Teplofiz.Svoistva Vesh.Mater. 7 (1973) 167-171	
2	Lomova N.N.; Shakhparonov M.I.: Dielektrische Dürchlässigkeit und Molekularstruktur der Nitrobenzen-Lösungen im Hexan und Cyclohexan. Vestn.Mosk.Univ.Ser.2 Khim. 1 (1960) 11-17	
3	Bell T.N.; Cussler E.L.; Harris K.R.; Pepela C.N.; Dunlop P.J.: An apparatus for degassing liquids by vacuum sublimation. J.Phys.Chem. 72 (1968) 4693-4695	
4	Li I.P.-C.; Lu B.C.-Y.; Chen E.C.: Vapor-Liquid Equilibria of Binary Systems Containing n-Hexane, Cyclohexane, and Benzene at Low Temperatures. J.Chem.Eng.Data 18 (1973) 305-309	
5	Pasek G.J.; Thodos G.: Vapor Pressures of the m-Naphthenic Hydrocarbons. J.Chem.Eng.Data 7 (1962) 21-26	
6	Scatchard G.; Wood S.E.; Mochel J.M.: III. Benzene-Cyclohexane Mixtures. J.Phys.Chem. 43 (1939) 119-130	
$$$Virial Coefficients	
T [K]	Second Virial Coefficient [cm3/mol]	State	Reference	
298.15	-1874.0000	Vapor	1	
298.15	-1724.0000	Vapor	2	
308.15	-1457.0000	Vapor	6	
316.58	-1625.0000	Vapor	5	
323.15	-1309.0000	Vapor	6	
326.07	-1365.0000	Vapor	5	
336.40	-1225.0000	Vapor	5	
343.15	-1121.0000	Vapor	6	
353.15	-1045.0000	Vapor	5	
368.15	-940.0000	Vapor	5	
373.15	-935.0000	Vapor	4	
382.00	-885.0000	Vapor	5	
396.63	-795.0000	Vapor	5	
398.15	-795.0000	Vapor	4	
411.05	-690.0000	Vapor	5	
423.15	-693.0000	Vapor	4	
428.15	-625.0000	Vapor	5	
448.15	-607.0000	Vapor	4	
453.15	-540.0000	Vapor	5	
473.15	-547.8900	Vapor	3	
473.15	-535.0000	Vapor	4	
473.15	-490.0000	Vapor	5	
498.15	-483.7600	Vapor	3	
498.15	-474.0000	Vapor	4	
523.15	-437.1300	Vapor	3	
523.15	-422.0000	Vapor	4	
548.15	-397.2400	Vapor	3	
548.15	-379.0000	Vapor	4	
573.15	-359.2900	Vapor	3	
573.15	-341.0000	Vapor	4	
598.15	-324.6900	Vapor	3	
598.15	-310.0000	Vapor	4	
623.15	-293.7200	Vapor	3	
623.15	-286.0000	Vapor	4	
648.15	-267.8900	Vapor	3	
673.15	-247.1800	Vapor	3	
698.15	-232.2900	Vapor	3	
Number	Source	
1	Marongiu B.; Marras G.; Porcedda S.; Dernini A.: Excess Gibbs Free Energies and Excess Volumes of Mixtures Containing Normal Alkanes or Cyclohexane + Thiaalkanes or Dithiaalkanes. J.Chem.Eng.Data 38 (1993) 638-643	
2	Diogo H.P.; Santos R.C.; Nunes P.M.; Minas Da Piedade M.E.: Ebulliometric Apparatus for the Measurement of Enthalpies of Vaporization. Thermochim.Acta 249 (1995) 113-120	
3	Grigorev B.A.; Kurumov D.S.; Plotnikov S.A.: Virial equations of state for individual hydrocarbons. II. Virial Coefficients.. Zh.Fiz.Khim. 57 (1983) 218-221	
4	Bich E.; Opel G.; Piersch R.; Schmal R.; Vogel E.: Der zweite Virialkoeffizient und der Viskositätskoeffizient von Cyclohexandampf. Z.Phys.Chem.(Leipzig) 265 (1984) 101-108	
5	Hajjar R.F.; Kay W.B.; Leverett G.F.: Second Virial Coefficients of Eight Compounds in the Range 40° to 200°C. J.Chem.Eng.Data 14 (1969) 377-380	
6	Bottomley G.A.; Coopes I.H.: Non-ideality of cyclohexane-benzene mixtures.. Nature (London) 193 (1962) 268-269	
