Formula	Molar Mass	CAS Registry Number	Name
H2O	18.015	7732-18-5	Water
$$$Compressibility (isentropic)
T [K]	Compressibility (isentropic) [/kPa]	State	Reference
298.15	4.44600004812E-007	Liquid	1
Number	Source
1	Ramkumar D.H.S.; Kudchadker A.P.: 1. Densities of gamma-Butyrolactone + Water at 303.15 - 343.15 K and of Tetrahydrofuran + gamma-Butyrolactone at 278.15 - 298.15 K; Ultrasonic Velocities at 298.15 K for the Three Binary Systems Inclusive of Tetrahydrofurane + Water and the Ternary System Tetrahydrofuran + Water + gamma-Butyrolactone. J.Chem.Eng.Data 34 (1989) 459-463
$$$Compressibility (isothermal)
T [K]	P [kPa]	Compressibility (isothermal) [/kPa]	State	Reference
Number	Source
1	Hovermale R.A.; Sears P.G.; Plucknett W.K.: Polarizations and Refractions of some n-Methylacetamide-N-Alcohol Systems. J.Chem.Eng.Data 8 (1963) 490-493
$$$Molar Saturation Heat Capacity
T [K]	Molar Saturation Heat Capacity (CS) [J/(mol*K)]	State	Reference
613.15	223.990	Vapor Phase of VLE	1
623.15	308.320	Vapor Phase of VLE	1
633.15	514.110	Vapor Phase of VLE	1
Number	Source
1	Sirota A.M.; Maltsev B.K.: Experimentelle Untersuchung der Wärmekapazität von Wasserdampf. Teploenergetika  (1962) 70-73
$$$Speed of Sound
T [K]	Ultrasonic Velocity [m/s]	State	Reference
273.15	1413.000	Liquid	6
283.00	1447.300	Liquid	5
288.00	1465.900	Liquid	5
288.15	1465.940	Liquid	3
288.15	1492.000	Liquid	6
293.00	1482.400	Liquid	5
293.15	1482.360	Liquid	3
293.15	1482.500	Liquid	1
298.00	1496.700	Liquid	5
298.15	1496.700	Liquid	3
298.15	1498.000	Liquid	2
298.15	1500.000	Liquid	6
303.00	1509.100	Liquid	5
303.15	1509.140	Liquid	3
308.15	1519.360	Liquid	4
308.15	1519.830	Liquid	3
313.15	1528.580	Liquid	4
313.15	1528.880	Liquid	3
318.15	1535.480	Liquid	4
318.15	1536.420	Liquid	3
Number	Source
1	Jelinska-Kazimierczuk M.; Szydlowski J.: Influence of H/D isotope substitution on physicochemical properties of aqueous solutions of urea and thiourea. Pol.J.Chem. 75 (2001) 115-125
2	Willard G W.: Temperature Coefficients of Ultrasonic Velocity in Solutions. J.Acoust.Soc.Am. 19 (1947) 235-241
3	Mendonca A.F.S.S.; Dias S.M.A.; Dias F.A.; Barata B.A.S.; Lampreia I.M.S.: Temperature dependenece of thermodynamic properties of leucyl-glycine aqueous solutions from 15 to 45 °C. Fluid Phase Equilib. 212 (2003) 67-79
4	Victor P.J.; Hazra D.K.: Excess Molar Volumes, Viscosity Deviations, and Isentropic Compressibility Changes in Binary Mixtures of N-Methylacetamide + 2-Methoxyethanol and N-Methylacetamide + Water at (308.15, 313.15, and 318.15) K. J.Chem.Eng.Data 47 (2002) 79-82
5	Lampreia I.M.S.; Dias F.A.; Joao A.Barbas M.; Mendonca A.F.S.S.: Isobaric expansions and isentropic compressions of aqueous binary mixtures of 2-diethylaminoethanol from 283 to 303 K. Phys.Chem.Chem.Phys. (PCCP) 5 (2003) 1419-1425
6	Dale W.D.; Flavelle P.A.; Kruus P.: Concentration Fluctuations in Water-Methanol Mixtures a Studied by Ultrasonic Absorption. Can.J.Chem. 54 (1976) 355-366
$$$Std. Heat of Formation
T [K]	P [kPa]	Molar Enthalpy [J/mol]	State	Reference
298.15	101.325	-286000.00	Liquid	1
Number	Source
1	Rossini F.D.: The Heat of Formation of Water. Bur.Stand.J.Res. 6 (1931) 1-35
$$$Surface Tension
T [K]	Surface Tension [mN/m]	State	Reference
245.95	79.8600	Liquid	5
247.75	78.8100	Liquid	5
249.55	77.5700	Liquid	5
251.05	79.0000	Liquid	5
253.05	78.2100	Liquid	5
253.15	78.8200	Liquid	5
254.35	78.6400	Liquid	5
254.65	78.3200	Liquid	5
255.65	78.2700	Liquid	5
257.35	78.1700	Liquid	5
257.85	78.0700	Liquid	5
259.05	77.5900	Liquid	5
259.65	77.8100	Liquid	5
260.65	77.5200	Liquid	5
262.05	76.8700	Liquid	5
262.55	76.5100	Liquid	5
262.55	77.7700	Liquid	5
262.65	77.2900	Liquid	5
263.35	77.3700	Liquid	5
264.05	76.9900	Liquid	5
265.15	77.2400	Liquid	5
265.55	76.8800	Liquid	5
267.45	76.3900	Liquid	5
267.85	77.0400	Liquid	5
268.15	76.0100	Liquid	5
268.15	76.9600	Liquid	5
269.55	75.8200	Liquid	5
269.75	76.4500	Liquid	5
269.95	76.1200	Liquid	5
271.35	75.8700	Liquid	5
272.15	75.5000	Liquid	5
273.45	75.8600	Liquid	5
273.55	75.5900	Liquid	1
273.65	75.4400	Liquid	5
274.65	75.6700	Liquid	5
274.75	75.5000	Liquid	5
275.45	75.0700	Liquid	5
276.67	75.2400	Liquid	1
276.85	74.8900	Liquid	5
276.85	75.8000	Liquid	5
276.89	75.1400	Liquid	1
277.45	75.4300	Liquid	5
277.95	75.4200	Liquid	5
278.75	74.8500	Liquid	5
279.81	74.6600	Liquid	1
279.97	74.6100	Liquid	1
280.45	75.0500	Liquid	5
280.55	74.2000	Liquid	5
282.75	74.4500	Liquid	5
283.15	74.3300	Liquid	6
283.16	74.1600	Liquid	1
283.19	74.1600	Liquid	1
285.25	73.9600	Liquid	5
286.08	73.7600	Liquid	1
286.16	73.7300	Liquid	1
287.15	73.9400	Liquid	5
288.15	73.5300	Liquid	6
289.27	73.3300	Liquid	1
289.35	73.4100	Liquid	5
290.05	73.0600	Liquid	1
290.33	73.1710	Liquid	1
290.60	73.0600	Liquid	1
292.76	72.7800	Liquid	1
292.78	72.7500	Liquid	1
293.15	72.7500	Liquid	3
293.15	72.7600	Liquid	6
297.15	71.5000	Liquid	4
297.95	72.0000	Liquid	5
298.05	72.0000	Liquid	5
298.15	71.8700	Liquid	2
298.15	71.9700	Liquid	3
298.15	72.0000	Liquid	5
298.15	72.0200	Liquid	6
298.55	72.0000	Liquid	5
302.85	71.5500	Liquid	5
303.15	71.0300	Liquid	2
303.15	71.1800	Liquid	3
303.59	71.0700	Liquid	1
303.72	71.0600	Liquid	1
306.45	70.4500	Liquid	5
308.15	70.2300	Liquid	2
308.15	70.3500	Liquid	6
310.35	70.0000	Liquid	5
313.15	69.4100	Liquid	2
313.15	69.5600	Liquid	3
313.62	69.6400	Liquid	1
313.62	69.6800	Liquid	1
314.05	69.1900	Liquid	5
316.15	69.4600	Liquid	5
321.15	68.1100	Liquid	5
321.55	68.3700	Liquid	5
323.48	67.9000	Liquid	1
323.49	67.8900	Liquid	1
326.15	67.6700	Liquid	5
328.15	68.5900	Liquid	2
328.55	67.0000	Liquid	5
333.15	65.6600	Liquid	5
333.15	65.8600	Liquid	5
333.15	66.1800	Liquid	3
333.42	66.1800	Liquid	1
333.43	66.1700	Liquid	1
343.26	64.4300	Liquid	1
343.27	64.4000	Liquid	1
352.84	62.6500	Liquid	1
352.84	62.7100	Liquid	1
353.41	62.5400	Liquid	1
353.43	62.5200	Liquid	1
362.29	60.8700	Liquid	1
362.30	60.8600	Liquid	1
368.21	59.9400	Liquid	1
368.23	59.9500	Liquid	1
383.31	56.9900	Liquid	1
383.31	57.0000	Liquid	1
394.88	54.6300	Liquid	1
394.89	54.6400	Liquid	1
403.89	52.7500	Liquid	1
403.89	52.7600	Liquid	1
413.17	50.8000	Liquid	1
413.17	50.8100	Liquid	1
424.68	48.3200	Liquid	1
424.69	48.3500	Liquid	1
426.45	48.0100	Liquid	1
433.70	46.5200	Liquid	1
443.68	44.3800	Liquid	1
443.68	44.3900	Liquid	1
453.41	41.9900	Liquid	1
453.42	41.9800	Liquid	1
455.79	41.2900	Liquid	1
455.81	41.3000	Liquid	1
463.73	39.7100	Liquid	1
463.74	39.7400	Liquid	1
473.49	37.5100	Liquid	1
476.09	36.8200	Liquid	1
476.10	36.8100	Liquid	1
483.64	35.2200	Liquid	1
493.32	32.9800	Liquid	1
493.37	32.9700	Liquid	1
503.37	30.4100	Liquid	1
503.38	30.4300	Liquid	1
513.04	28.4200	Liquid	1
513.05	28.3900	Liquid	1
524.71	25.6400	Liquid	1
524.74	25.6300	Liquid	1
534.61	23.2400	Liquid	1
536.75	22.6400	Liquid	1
536.76	22.6300	Liquid	1
543.66	21.1100	Liquid	1
543.67	21.1400	Liquid	1
552.20	18.9300	Liquid	1
552.23	18.9000	Liquid	1
553.77	18.7300	Liquid	1
553.79	18.7200	Liquid	1
562.11	16.6200	Liquid	1
568.64	15.3300	Liquid	1
568.65	15.3300	Liquid	1
571.84	14.5200	Liquid	1
571.85	14.5200	Liquid	1
582.80	12.1300	Liquid	1
582.83	12.1000	Liquid	1
588.44	10.7200	Liquid	1
588.45	10.7100	Liquid	1
592.67	9.8800	Liquid	1
592.68	9.8800	Liquid	1
595.00	9.4800	Liquid	1
595.01	9.4800	Liquid	1
599.35	8.3700	Liquid	1
599.38	8.3700	Liquid	1
602.33	7.7300	Liquid	1
602.49	7.7400	Liquid	1
604.98	7.2100	Liquid	1
605.00	7.2100	Liquid	1
607.64	6.6500	Liquid	1
609.04	6.3900	Liquid	1
609.05	6.3800	Liquid	1
612.33	5.7200	Liquid	1
612.35	5.7200	Liquid	1
614.02	5.4700	Liquid	1
614.03	5.4700	Liquid	1
619.31	4.3500	Liquid	1
619.34	4.3500	Liquid	1
620.21	4.1900	Liquid	1
620.23	4.1800	Liquid	1
621.77	3.9100	Liquid	1
621.80	3.9000	Liquid	1
623.15	3.6400	Liquid	1
623.18	3.6500	Liquid	1
624.26	3.4200	Liquid	1
624.28	3.4200	Liquid	1
626.52	3.0100	Liquid	1
626.53	3.0200	Liquid	1
626.53	3.0800	Liquid	1
626.57	3.0800	Liquid	1
629.01	2.5800	Liquid	1
629.02	2.5800	Liquid	1
629.11	2.5800	Liquid	1
629.13	2.5700	Liquid	1
631.10	2.2600	Liquid	1
631.35	2.2500	Liquid	1
632.57	1.9200	Liquid	1
632.57	1.9300	Liquid	1
633.77	1.7200	Liquid	1
633.85	1.6900	Liquid	1
634.07	1.7200	Liquid	1
635.59	1.4000	Liquid	1
635.60	1.5600	Liquid	1
637.57	1.1300	Liquid	1
637.58	1.2600	Liquid	1
639.44	0.8600	Liquid	1
639.45	0.8600	Liquid	1
640.65	0.8300	Liquid	1
641.52	0.6100	Liquid	1
641.57	0.6000	Liquid	1
641.75	0.6600	Liquid	1
641.79	0.6600	Liquid	1
642.40	0.5000	Liquid	1
642.41	0.4900	Liquid	1
642.88	0.5000	Liquid	1
643.06	0.4900	Liquid	1
643.53	0.4100	Liquid	1
643.54	0.4000	Liquid	1
Number	Source
1	Vargaftik N.B.; Volyak L.D.; Volkov B.N.: Untersuchung der Oberflächespannung  von H2O und D2O bei der nahe zu kritischen Temperaturen. Teploenergetika  (1973) 80-82
2	Fu D.; Lu J.-F.; Bao T.-Z.; Li Y.-G.: Investigation of surface tension and interfacial tension in surfactant solutions by SAFT. Ind.Eng.Chem.Res. 39 (2000) 320-327
3	Goncalves F.A.; Kestin J.; Sengers J.V.: Surface-Tension Effects in Suspended-Level Capillary Viscometers. Int.J.Thermophys. 12 (1991) 1013-1028
4	Kim K.J.; Berman N.S.; Wood B.D.: Surface Tension of Aqueous Lithium Bromide + 2-Ethyl-1-hexanol. J.Chem.Eng.Data 39 (1994) 122-124
5	Floriano M.A.; Angell C.A.: Surface Tension and Molar Surface Free Energy and Entropy of Water to -27.2°C. J.Phys.Chem. 94 (1990) 4199-4202
6	Nikitas P.; Pappa-Louisi A.: Thermodynamic and Modelistic Study of Surface Solution: Aqueous Solutions Containing 2-Butanol. J.Phys.Chem. 94 (1990) 361-370
$$$Thermal Conductivity
T [K]	P [kPa]	Thermal Conductivity [W/(m*K)]	State	Reference
706.90	29500.000	0.1461	Vapor	1
706.90	49100.000	0.3430	Vapor	1
707.10	29500.000	0.1452	Vapor	1
707.10	39300.000	0.2610	Vapor	1
707.10	39300.000	0.2620	Vapor	1
707.10	49100.000	0.3420	Vapor	1
707.30	9900.000	0.0691	Vapor	1
707.30	19700.000	0.0914	Vapor	1
707.30	29500.000	0.1458	Vapor	1
707.30	39300.000	0.2630	Vapor	1
707.30	58900.000	0.3870	Vapor	1
707.40	58900.000	0.3880	Vapor	1
772.90	29500.000	0.1124	Vapor	1
772.90	29500.000	0.1127	Vapor	1
772.90	39300.000	0.1490	Vapor	1
773.00	39300.000	0.1492	Vapor	1
773.10	49100.000	0.1970	Vapor	1
773.20	49100.000	0.2022	Vapor	1
773.20	58900.000	0.2550	Vapor	1
773.30	58900.000	0.2540	Vapor	1
832.70	9900.000	0.0844	Vapor	1
832.70	19700.000	0.0929	Vapor	1
832.70	29500.000	0.1083	Vapor	1
832.70	29500.000	0.1085	Vapor	1
832.70	39300.000	0.1298	Vapor	1
832.80	49100.000	0.1541	Vapor	1
832.90	39300.000	0.1275	Vapor	1
832.90	39300.000	0.1279	Vapor	1
833.00	49100.000	0.1537	Vapor	1
833.00	49100.000	0.1539	Vapor	1
833.20	58900.000	0.1882	Vapor	1
833.40	19700.000	0.0931	Vapor	1
833.40	19700.000	0.0939	Vapor	1
886.20	49100.000	0.1442	Vapor	1
886.20	49100.000	0.1450	Vapor	1
886.30	58900.000	0.1673	Vapor	1
886.30	58900.000	0.1690	Vapor	1
886.40	29500.000	0.1092	Vapor	1
886.40	29500.000	0.1104	Vapor	1
886.50	39300.000	0.1232	Vapor	1
886.50	39300.000	0.1238	Vapor	1
886.90	9900.000	0.0878	Vapor	1
886.90	9900.000	0.0892	Vapor	1
886.90	29500.000	0.1128	Vapor	1
886.90	39300.000	0.1281	Vapor	1
886.90	49100.000	0.1439	Vapor	1
886.90	58900.000	0.1700	Vapor	1
887.00	19700.000	0.0991	Vapor	1
887.00	19700.000	0.0992	Vapor	1
913.30	49100.000	0.1434	Vapor	1
913.30	49100.000	0.1435	Vapor	1
913.30	58900.000	0.1650	Vapor	1
913.40	58900.000	0.1651	Vapor	1
913.80	9900.000	0.0922	Vapor	1
913.80	9900.000	0.0937	Vapor	1
913.90	19700.000	0.1029	Vapor	1
913.90	19700.000	0.1030	Vapor	1
913.90	29500.000	0.1132	Vapor	1
913.90	29500.000	0.1135	Vapor	1
914.00	39300.000	0.1264	Vapor	1
914.00	39300.000	0.1279	Vapor	1
967.10	29500.000	0.1206	Vapor	1
967.10	29500.000	0.1211	Vapor	1
967.10	39300.000	0.1310	Vapor	1
967.10	58900.000	0.1606	Vapor	1
967.10	58900.000	0.1609	Vapor	1
967.20	9900.000	0.0990	Vapor	1
967.20	19700.000	0.1087	Vapor	1
967.20	19700.000	0.1089	Vapor	1
967.20	49100.000	0.1449	Vapor	1
967.20	49100.000	0.1456	Vapor	1
1002.80	29500.000	0.1240	Vapor	1
1002.80	29500.000	0.1243	Vapor	1
1002.80	39300.000	0.1352	Vapor	1
1002.80	39300.000	0.1358	Vapor	1
1002.90	49100.000	0.1474	Vapor	1
1002.90	49100.000	0.1475	Vapor	1
1003.00	9900.000	0.1035	Vapor	1
1003.00	19700.000	0.1141	Vapor	1
1003.00	19700.000	0.1142	Vapor	1
1003.40	58900.000	0.1624	Vapor	1
1003.40	58900.000	0.1627	Vapor	1
1071.80	9900.000	0.1168	Vapor	1
1071.80	29500.000	0.1314	Vapor	1
1071.90	19700.000	0.1217	Vapor	1
1071.90	39300.000	0.1429	Vapor	1
1071.90	49100.000	0.1543	Vapor	1
1071.90	58900.000	0.1671	Vapor	1
Number	Source
1	Popov V.N.; Tyurin M.P.: Ergebnisse experimenteller Untersuchung der Wärmeleitfähigkeit von Wasserdampf bei hohen Parametern (bis p=100 MPa und T=1070K). Teplofiz.Svoistva Vesh.Mater.  (1980) 51-59
$$$Transition Temperature
T [K]	P [kPa]	State	Reference
135.00		Glass > Crystal	1
194.35	165732.000	Crystal 2 > Crystal 1	2
194.35	174558.000	Crystal 2 > Crystal 1	2
196.65	163771.000	Crystal 2 > Crystal 1	2
203.65	198094.000	Crystal 2 > Crystal 1	2
206.35	191230.000	Crystal 2 > Crystal 1	2
207.55	181423.000	Crystal 2 > Crystal 1	2
207.95	192210.000	Crystal 2 > Crystal 1	2
208.45	192210.000	Crystal 2 > Crystal 1	2
209.45	187307.000	Crystal 2 > Crystal 1	2
211.15	196133.000	Crystal 3 > Crystal 1	2
211.95	205940.000	Crystal 3 > Crystal 1	2
213.95	186326.000	Crystal 2 > Crystal 1	2
214.45	186326.000	Crystal 2 > Crystal 1	2
214.45	194172.000	Crystal 2 > Crystal 1	2
215.15	196133.000	Crystal 2 > Crystal 1	2
218.65	200056.000	Crystal 2 > Crystal 1	2
219.05	195152.000	Crystal 2 > Crystal 1	2
219.55	196133.000	Crystal 2 > Crystal 1	2
219.75	196133.000	Crystal 2 > Crystal 1	2
220.15	199075.000	Crystal 2 > Crystal 1	2
220.65	205940.000	Crystal 3 > Crystal 1	2
220.95	193191.000	Crystal 2 > Crystal 1	2
221.05	194172.000	Crystal 2 > Crystal 1	2
221.65	198094.000	Crystal 2 > Crystal 1	2
223.15	197114.000	Crystal 2 > Crystal 1	2
223.15	206920.000	Crystal 3 > Crystal 1	2
224.15	202017.000	Crystal 2 > Crystal 1	2
226.45	201036.000	Crystal 2 > Crystal 1	2
226.75	202998.000	Crystal 2 > Crystal 1	2
227.15	213687.000	Crystal 3 > Crystal 1	2
227.45	200056.000	Crystal 2 > Crystal 1	2
227.65	202017.000	Crystal 2 > Crystal 1	2
229.65	208882.000	Crystal 3 > Crystal 1	2
230.65	210843.000	Crystal 3 > Crystal 1	2
232.35	208882.000	Crystal 2 > Crystal 1	2
233.05	205940.000	Crystal 2 > Crystal 1	2
233.15	208882.000	Crystal 2 > Crystal 1	2
233.65	207901.000	Crystal 2 > Crystal 1	2
234.55	207901.000	Crystal 3 > Crystal 1	2
234.75	208882.000	Crystal 3 > Crystal 1	2
235.15	206920.000	Crystal 2 > Crystal 1	2
235.95	213981.000	Crystal 3 > Crystal 1	2
236.25	206920.000	Crystal 2 > Crystal 1	2
237.85	344606.000	Crystal 3 > Crystal 5	2
239.15	411879.000	Crystal 2 > Crystal 5	2
239.35	212804.000	Crystal 3 > Crystal 1	2
239.75	212804.000	Crystal 3 > Crystal 1	2
239.75	224572.000	Crystal 3 > Crystal 2	2
240.15	211824.000	Crystal 3 > Crystal 1	2
240.35	210843.000	Crystal 3 > Crystal 1	2
240.55	210843.000	Crystal 3 > Crystal 1	2
241.15	210843.000	Crystal 3 > Crystal 1	2
241.45	210843.000	Crystal 3 > Crystal 1	2
241.65	212118.000	Crystal 3 > Crystal 1	2
242.15	206920.000	Crystal 3 > Crystal 1	2
242.15	253012.000	Crystal 3 > Crystal 2	2
242.45	206920.000	Crystal 3 > Crystal 1	2
242.65	389324.000	Crystal 2 > Crystal 5	2
244.15	345881.000	Crystal 3 > Crystal 5	2
244.45	210843.000	Crystal 3 > Crystal 1	2
245.05	210843.000	Crystal 3 > Crystal 1	2
245.15	285374.000	Crystal 3 > Crystal 2	2
245.35	211137.000	Crystal 3 > Crystal 1	2
245.45	372653.000	Crystal 2 > Crystal 5	2
245.55	206920.000	Crystal 3 > Crystal 1	2
246.45	209862.000	Crystal 3 > Crystal 1	2
246.65	207901.000	Crystal 3 > Crystal 1	2
246.75	207901.000	Crystal 3 > Crystal 1	2
247.15	315774.000	Crystal 3 > Crystal 2	2
247.25	205940.000	Crystal 3 > Crystal 1	2
247.35	357943.000	Crystal 2 > Crystal 5	2
247.90	207901.000	Crystal 3 > Crystal 1	2
247.90	344213.000	Crystal 3 > Crystal 5	2
248.10	339310.000	Crystal 3 > Crystal 5	2
248.45	206920.000	Crystal 3 > Crystal 1	2
248.65	209470.000	Crystal 3 > Crystal 1	2
248.75	347352.000	Crystal 3 > Crystal 5	2
248.95	339310.000	Crystal 3 > Crystal 5	2
249.65	208882.000	Crystal 3 > Crystal 1	2
249.85	209274.000	Crystal 3 > Crystal 1	2
250.05	209862.000	Crystal 3 > Crystal 1	2
250.15	343233.000	Crystal 3 > Crystal 5	2
250.35	207901.000	Crystal 3 > Crystal 1	2
250.35	344213.000	Crystal 3 > Crystal 5	2
251.05	348038.000	Crystal 3 > Crystal 5	2
251.65	209862.000	Crystal 3 > Crystal 1	2
251.65	343233.000	Crystal 3 > Crystal 5	2
252.75	345194.000	Crystal 3 > Crystal 5	2
252.85	343233.000	Crystal 3 > Crystal 5	2
253.75	349019.000	Crystal 3 > Crystal 5	2
254.75	348136.000	Crystal 3 > Crystal 5	2
254.80	343233.000	Crystal 3 > Crystal 5	2
Number	Source
1	Sugisaki M.; Suga H.; Seki S.: IV. Heat Capacities of Glassy Water and Cubic Ice. Bull.Chem.Soc.Japan 41 (1968) 2591-2599
2	Bridgman P.W.: Water, in the Liquid and Five Solid Forms, under Pressure. Proc.Am.Acad.Art.Sci. 47 (1912) 439-558
$$$Triple Point
T [K]	P [kPa]	State	Reference
238.45	212804.000	Crystal 1-Crystal 2-Crystal 3	3
248.85	344213.000	Crystal 2-Crystal 3-Crystal 5	3
251.15	207411.000	Crystal 1-Crystal 3-Liquid	3
256.15	346175.000	Crystal 3-Crystal 5-Liquid	3
273.18		Solid-Liquid-Vapor	1
273.25	0.6121	Solid-Liquid-Vapor	2
Number	Source
1	Haida O.; Matsuo T.; Suga H.; Seki S.: Calorimetric study of the glassy state. X. Enthalpy relaxation at the glass-transition temperature of hexagonal ice.. J.Chem.Thermodyn. 6 (1974) 815-825
2	Douslin D.R.: Vapor Pressure of Water from - 2.5 to 20°C. J.Chem.Thermodyn. 3 (1971) 187-193
3	Bridgman P.W.: Water, in the Liquid and Five Solid Forms, under Pressure. Proc.Am.Acad.Art.Sci. 47 (1912) 439-558
$$$Vapor Pressure
T [K]	P [kPa]	State	Reference
293.15	2.400	Vapor-Liquid	3
303.15	4.266	Vapor-Liquid	3
313.15	7.333	Vapor-Liquid	3
323.15	12.332	Vapor-Liquid	3
333.15	19.932	Vapor-Liquid	3
343.15	31.224	Vapor-Liquid	3
412.75	357.000	Vapor-Liquid	1
432.85	613.000	Vapor-Liquid	1
451.25	960.000	Vapor-Liquid	1
463.15	1255.000	Vapor-Liquid	1
473.35	1562.000	Vapor-Liquid	1
482.55	1885.000	Vapor-Liquid	1
492.65	2298.000	Vapor-Liquid	1
504.15	2850.000	Vapor-Liquid	1
507.77	3043.000	Vapor-Liquid	2
521.28	3854.000	Vapor-Liquid	2
535.18	4851.000	Vapor-Liquid	2
541.49	5364.000	Vapor-Liquid	2
552.60	6366.000	Vapor-Liquid	2
557.97	6899.000	Vapor-Liquid	2
561.69	7288.000	Vapor-Liquid	2
571.31	8371.000	Vapor-Liquid	2
645.95	21674.000	Vapor-Liquid	4
646.04	21794.000	Vapor-Liquid	4
646.07	21804.000	Vapor-Liquid	4
647.09	21336.000	Vapor-Liquid	4
Number	Source
1	Chukanov V.N.; Skripov V.P.: Spezifische Volumina vom überhitzten Wasser. Teplofiz.Vys.Temp. 9 (1971) 739-745
2	Evstefeev V.N.; Chukanov V.N.; Skripov V.P.: Spezifische Volumina vom überhitzten Wasser. Teplofiz.Vys.Temp. 15 (1977) 659-661
3	Gudkov A.N.; Fermor N.A.; Smirnov N.I.: Communication I.. Zh.Prikl.Khim. 37 (1964) 2204-2210
4	Rivkin S.L.; Troyanovskaya G.V.; Akhundov T.S.: Experimentelle Untersuchung der spezifischen Volumina von Wasser. Teplofiz.Vys.Temp. 2 (1964) 219-229
$$$Virial Coefficients
T [K]	Second Virial Coefficient [cm3/mol]	State	Reference
308.15	-1062.0000	Vapor	2
323.15	-842.0000	Vapor	2
338.15	-683.0000	Vapor	2
423.15	-276.0000	Vapor	5
423.15	-274.0000	Vapor	5
448.15	-240.0000	Vapor	5
448.15	-239.0000	Vapor	5
473.15	-200.9000	Vapor	5
473.15	-200.6000	Vapor	5
473.15	-197.0000	Vapor	6
498.15	-172.0000	Vapor	5
498.15	-171.1000	Vapor	5
498.15	-166.0000	Vapor	6
523.00	-145.4000	Vapor	3
523.15	-149.9000	Vapor	5
523.15	-149.8000	Vapor	1
523.15	-149.7000	Vapor	5
523.15	-149.0900	Vapor	4
523.15	-140.0000	Vapor	6
548.15	-130.8000	Vapor	5
573.00	-112.3000	Vapor	3
573.15	-115.9200	Vapor	4
573.15	-115.9000	Vapor	5
573.15	-115.8000	Vapor	1
573.15	-115.6000	Vapor	5
598.15	-102.0000	Vapor	5
623.00	-90.2000	Vapor	3
623.15	-91.4000	Vapor	5
623.15	-91.2700	Vapor	4
623.15	-91.2000	Vapor	5
623.15	-90.2100	Vapor	1
648.15	-82.0000	Vapor	5
648.15	-81.8000	Vapor	5
653.15	-82.8900	Vapor	1
653.15	-82.3900	Vapor	4
673.15	-73.5000	Vapor	5
673.15	-73.4000	Vapor	5
698.15	-66.7000	Vapor	5
698.15	-66.4000	Vapor	5
723.15	-60.1000	Vapor	5
723.15	-60.0000	Vapor	5
748.15	-54.7000	Vapor	5
748.15	-54.6000	Vapor	5
773.15	-49.9000	Vapor	5
773.15	-49.8000	Vapor	5
Number	Source
1	Abdulagatov I.M.; Bazaev A.R.; Ramazanova A.E.: Volumetric Properties and Virial Coefficients of (Water + Methane). J.Chem.Thermodyn. 25 (1993) 249-259
2	McGlashan M.L.; Williamson A.G.: Isothermal Liquid-Vapor Equilibria for System Methanol-Water. J.Chem.Eng.Data 21 (1976) 196-199
3	Abdulagatov I.M.; Bazaev A.R.; Ramazanova A.E.: PVTx-Properties and Virial Coefficients of the Water - n-Hexane System. Int.J.Phys.Chem.Ber.Bunsen-Ges. 98 (1994) 1596-1600
4	Abdulagatov I.M.; Bazaev A.R.; Gasanov R.K.; Ramazanova A.E.: Measurements of the (P, rho, T) Properties and Virial Coefficients of Pure Water, Methane, n-Hexane, n-Octane, Benzene and of their Aqueous Mixtures in the Supercritical Region. J.Chem.Thermodyn. 28 (1996) 1037-1057
5	Kell G.S.; McLaurin G.E.; Whallby E.: VII. Vapour densities of light and heavy water from 150 to 500°C. Proc.Roy.Soc.London Ser.A 425 (1989) 49-71
6	Skripka V.G.: Volume Behaviour of Gaseous Mixtures of a Non-Polar Component and Water at High Temperatures. Russ.J.Phys.Chem. 53 (1979) 795-797
