Formula	Molar Mass	CAS Registry Number	Name	
N2	28.013	7727-37-9	Nitrogen	
$$$Compressibility Factor (isothermal)	
T [K]	P [kPa]	Compressibility Factor (isothermal) [-]	State	Reference	
124.11	3074.900	Vapor-Liquid	1	
124.18	3083.000	Vapor-Liquid	5	
124.50	3132.160	Vapor-Liquid	4	
124.96	3201.000	Vapor-Liquid	5	
125.53	3277.630	Vapor-Liquid	4	
125.65	3310.900	Vapor-Liquid	1	
125.67	3311.000	Vapor-Liquid	5	
125.68	3316.000	Vapor-Liquid	1	
125.70	3319.200	Vapor-Liquid	1	
125.99	3364.000	Vapor-Liquid	5	
126.05	3375.000	Vapor-Liquid	5	
126.12	3387.000	Vapor-Liquid	5	
126.15	3390.900	Vapor-Liquid	1	
126.20	3400.200	Vapor-Liquid	1	
Number	Source	
1	Wagner W.: New Vapour Pressure Measurements for Argon and Nitrogen and an New Method for Establishing Rational Vapour Pressure Equations. Cryogenics 13 (1973) 470-482	
2	Porter F.; Perry J.H.: High vapor pressures of nitrogen. J.Am.Chem.Soc. 48 (1926) 2059-2060	
3	von Siemens H.: Über Dampfdruckmessungen und Thermometrie bei tiefen Temperaturen. Ann.Physik 347 (1913) 871-888	
4	Friedman A.S.; White D.: The vapor pressure of liquid nitrogen.. J.Am.Chem.Soc. 72 (1950) 3931-3932	
5	Yang X.: Beitrag zur experimentellen Untersuchung und Berechnung von Dampf-Flüssigkeits-Phasengleichgewichten. Thesis  (1991)	
6	Giauque W.F.; Clayton J.O.: The heat capacity and entropy of nitrogen. Heat of vaporization. Vapor pressures of solid and liquid. The reaction 1/2 N2 + 1/2 O2 = NO from spectroscopic data.. J.Am.Chem.Soc. 55 (1933) 4875-4889	
$$$Virial Coefficients	
T [K]	P [kPa]	Second Virial Coefficient [cm3/mol]	State	Reference	
103.15		-148.6400	Vapor	6	
113.15		-118.5200	Vapor	6	
269.30		-11.1800	Vapor	2	
273.15		-10.2800	Vapor	4	
273.15		-10.2300	Vapor	2	
283.15		-8.0300	Vapor	4	
290.00		-6.4600	Vapor	2	
293.15		-5.9400	Vapor	4	
293.15		-5.8700	Vapor	2	
296.15		-5.0000	Vapor	1	
296.15	101.300	-5.4000	Vapor	3	
303.15		-4.2100	Vapor	6	
303.15		-4.0200	Vapor	4	
303.15		-3.8000	Vapor	5	
310.00		-2.6500	Vapor	2	
313.15		-2.2200	Vapor	4	
313.15		-2.0700	Vapor	2	
318.15		-1.2000	Vapor	5	
323.15		-0.5600	Vapor	4	
323.15		-0.4000	Vapor	2	
330.00		0.6400	Vapor	2	
333.15		1.0000	Vapor	5	
348.16		2.8000	Vapor	5	
350.00		3.6400	Vapor	2	
353.15		3.9200	Vapor	2	
Number	Source	
1	Schramm B.; Elias E.; Kern L.; Natour G.; Schmitt A.; Weber C.: Precise Measurements of Second Virial Coefficients of Simple Gases and Gas Mixtures in the Temperature Range Below 300 K. Int.J.Phys.Chem.Ber.Bunsen-Ges. 95 (1991) 615-621	
2	Zhang W.; Schouten J.A.; Hinze H.M.; Jaeschke M.: PVT-x Behavior of He-N2 Mixtures from 270 to 353 K and up to 280 bar. J.Chem.Eng.Data 37 (1992) 114-119	
3	Schramm B.; Mueller W.: Measurements of Second Virial Coefficients of Gases and Gas Mixtures at Room Temperature with an Expansion Apparatus. Ber.Bunsen-Ges.Phys.Chem. 86 (1982) 110-112	
4	Duschek W.; Kleinrahm R.; Wagner W.; Jaeschke M.: Measurement and Correlation of the (Pressure, Density, Temperature) Relation of Nitrogen in the Temperature Range from 273.15 to 323.15 K at Pressures up to 8 MPa. J.Chem.Thermodyn. 20 (1988) 1069-1077	
5	McElroy P.J.; Buchmann S.: Second virial coefficients of fuel-gas components: (carbon monoxide + nitrogen) and (carbon monoxide + ethene). J.Chem.Thermodyn. 27 (1995) 755-761	
6	Patel M.R.; Joffrion L.L.; Eubank P.T.: A Simple Procedure for Estimating Virial Coefficients from Burnett PVT Data. AIChE J. 34 (1988) 1229-1232	
