Formula	Molar Mass	CAS Registry Number	Name	
CH4O	32.042	67-56-1	Methanol	
$$$Boiling Point	
T [K]	P [kPa]	State	Reference	
337.60		Vapor-Liquid	1	
Number	Source	
1	Karunanithi B.; Bogeshwaran K.; Sofia K.: Isobaric Vapour Liquid Equilibrium for Acetone + Methanol + Calcium Bromide at Different Concentration. Int.J.Eng.Res.Develop.IJERD 3 (2012) 45-49	
$$$Compressibility (isentropic)	
T [K]	Compressibility (isentropic) [/kPa]	State	Reference	
308.15	1.10399992082E-006	Liquid	1	
Number	Source	
1	Reddy V.K.; Rambabu K.; Devarajulu T.; Krishnaiah A.: Volume of Mixing, Speed of Sound, and Viscosity of Methyl Cellosolve with Aliphatic Alcohols at 308.15 K. J.Chem.Eng.Data 40 (1995) 124-127	
$$$Compressibility (isothermal)	
T [K]	P [kPa]	Compressibility (isothermal) [/kPa]	State	Reference	
250.17	45100.000	0.000938999990467	Liquid	1	
250.18	590.000	0.00112499995157	Liquid	1	
252.18	590.000	0.00112799997441	Liquid	1	
252.18	20010.000	0.00103299994953	Liquid	1	
252.18	45100.000	0.000937999982852	Liquid	1	
254.18	590.000	0.00113200000487	Liquid	1	
254.18	20010.000	0.00102999992669	Liquid	1	
254.18	45100.000	0.000939999998081	Liquid	1	
256.17	590.000	0.00113600003533	Liquid	1	
256.17	20010.000	0.00103199994192	Liquid	1	
256.18	45100.000	0.000936999975238	Liquid	1	
258.17	590.000	0.00112999998964	Liquid	1	
258.17	20010.000	0.00104400003329	Liquid	1	
258.18	45100.000	0.000936999975238	Liquid	1	
260.18	590.000	0.00112899998203	Liquid	1	
260.18	45100.000	0.000931999995373	Liquid	1	
262.17	590.000	0.00114399997983	Liquid	1	
262.17	20010.000	0.00102500000503	Liquid	1	
262.17	45100.000	0.000936000025831	Liquid	1	
264.17	20010.000	0.00102999992669	Liquid	1	
264.17	45100.000	0.000937999982852	Liquid	1	
266.17	590.000	0.00113500002772	Liquid	1	
266.17	20010.000	0.00103399995714	Liquid	1	
266.17	45100.000	0.00094200001331	Liquid	1	
268.16	20010.000	0.00102700002026	Liquid	1	
268.17	590.000	0.00114299997222	Liquid	1	
268.17	45100.000	0.000934000010602	Liquid	1	
270.16	590.000	0.00114099995699	Liquid	1	
270.16	20010.000	0.00103599997237	Liquid	1	
272.14	45100.000	0.000939999998081	Liquid	1	
274.14	45100.000	0.000946999993175	Liquid	1	
274.15	20010.000	0.00104400003329	Liquid	1	
276.12	590.000	0.00114099995699	Liquid	1	
276.14	45100.000	0.000937999982852	Liquid	1	
276.15	20010.000	0.00104300002567	Liquid	1	
278.13	45100.000	0.000939999998081	Liquid	1	
278.15	20010.000	0.00104300002567	Liquid	1	
278.16	590.000	0.00114800001029	Liquid	1	
280.14	45100.000	0.000939999998081	Liquid	1	
280.15	20010.000	0.00104000000283	Liquid	1	
280.16	590.000	0.0011490000179	Liquid	1	
282.13	45100.000	0.000939999998081	Liquid	1	
282.15	590.000	0.0011569999624	Liquid	1	
282.15	20010.000	0.00104300002567	Liquid	1	
284.13	45100.000	0.000944999977946	Liquid	1	
284.14	590.000	0.00116300000809	Liquid	1	
284.14	20010.000	0.00104100001045	Liquid	1	
286.15	590.000	0.00118000002112	Liquid	1	
286.15	20010.000	0.00104600004852	Liquid	1	
288.14	45100.000	0.000944999977946	Liquid	1	
288.16	590.000	0.00116500002332	Liquid	1	
289.13	590.000	0.00117499998305	Liquid	1	
290.13	45100.000	0.000944999977946	Liquid	1	
290.14	20010.000	0.00105900003109	Liquid	1	
290.16	590.000	0.00116500002332	Liquid	1	
291.13	590.000	0.00118000002112	Liquid	1	
292.14	45100.000	0.000943000020925	Liquid	1	
292.15	20010.000	0.00103899999522	Liquid	1	
292.16	590.000	0.00117299996782	Liquid	1	
293.12	590.000	0.00119099998847	Liquid	1	
294.13	45100.000	0.000937999982852	Liquid	1	
294.14	20010.000	0.00105399999302	Liquid	1	
294.16	590.000	0.00117499998305	Liquid	1	
295.12	590.000	0.00119999994058	Liquid	1	
296.13	45100.000	0.000939999998081	Liquid	1	
296.14	20010.000	0.00105500000063	Liquid	1	
296.16	590.000	0.00116700003855	Liquid	1	
297.12	590.000	0.00118300004397	Liquid	1	
298.13	45100.000	0.00094200001331	Liquid	1	
298.15	20010.000	0.00105199997779	Liquid	1	
298.17	590.000	0.00117499998305	Liquid	1	
300.16	590.000	0.0011930000037	Liquid	1	
Number	Source	
1	Taravillo M.; Perez F.J.; Nunez J.; Caceres M.; Baonza V.G.: Thermodynamic Properties of Compressed Liquid Methanol in the Vicinity of the Freezing Line. J.Chem.Eng.Data 52 (2007) 481-486	
$$$Transition Temperature	
T [K]	P [kPa]	State	Reference	
157.34		Solid-Solid	1	
161.10		Solid-Solid	2	
163.20	35100.000	Crystal 2 > Crystal 1	3	
168.20	75900.000	Crystal 2 > Crystal 1	3	
173.20	122700.000	Crystal 2 > Crystal 1	3	
183.20	217500.000	Crystal 2 > Crystal 1	3	
Number	Source	
1	Carlson H.G.; Westrum E.F.: Methanol: Heat capacity, Enthalpies of Transition and Melting, and Thermodynamic Properties from 5-300°K.. J.Chem.Phys. 54 (1971) 1464-1471	
2	Parks G.S.: Thermal Data on Organic Compounds I. The Heat Capacities and Free Energies of Methyl, Ethyl and Normal-Butyl Alcohols. J.Am.Chem.Soc. 47 (1925) 338-345	
3	Riembauer M.; Schulte L.; Wuerflinger A.: PVT data of liquid and solid phases of methanol, cyclohexanol, and 2,3- dimethylbutane up to 300 MPa.. Z.Phys.Chem.(München) 166 (1990) 53-61	
$$$Vapor Pressure	
T [K]	P [kPa]	State	Reference	
174.04	0.000169318998815	Vapor-Liquid	5	
175.59	0.000182652001968	Vapor-Liquid	5	
176.46	0.000214649000554	Vapor-Liquid	5	
177.12	0.00024	Vapor-Liquid	5	
178.11	0.000273310986813	Vapor-Liquid	5	
179.05	0.000324	Vapor-Liquid	5	
180.25	0.000410632987041	Vapor-Liquid	5	
251.95	0.969	Vapor-Liquid	1	
262.25	2.044	Vapor-Liquid	1	
273.15	4.093	Vapor-Liquid	1	
278.15	5.501	Vapor-Liquid	6	
283.15	7.402	Vapor-Liquid	6	
283.15	7.506	Vapor-Liquid	4	
287.03	9.322	Vapor-Liquid	3	
287.75	9.707	Vapor-Liquid	3	
288.15	9.884	Vapor-Liquid	2	
288.15	9.887	Vapor-Liquid	2	
288.52	10.107	Vapor-Liquid	3	
288.85	10.305	Vapor-Liquid	3	
289.49	10.700	Vapor-Liquid	3	
289.88	10.913	Vapor-Liquid	3	
290.42	11.247	Vapor-Liquid	3	
290.93	11.551	Vapor-Liquid	3	
291.15	11.620	Vapor-Liquid	6	
291.43	11.865	Vapor-Liquid	3	
291.98	12.230	Vapor-Liquid	3	
292.56	12.615	Vapor-Liquid	3	
292.98	12.899	Vapor-Liquid	3	
293.14	13.002	Vapor-Liquid	2	
293.16	13.023	Vapor-Liquid	2	
293.20	13.059	Vapor-Liquid	4	
293.49	13.274	Vapor-Liquid	3	
294.06	13.689	Vapor-Liquid	3	
294.56	14.033	Vapor-Liquid	3	
294.99	14.358	Vapor-Liquid	3	
295.51	14.773	Vapor-Liquid	3	
295.90	15.057	Vapor-Liquid	3	
296.99	15.969	Vapor-Liquid	3	
297.29	16.202	Vapor-Liquid	3	
297.99	16.810	Vapor-Liquid	3	
298.15	16.805	Vapor-Liquid	1	
298.15	16.852	Vapor-Liquid	6	
298.15	16.956	Vapor-Liquid	2	
298.15	16.958	Vapor-Liquid	2	
298.15	16.959	Vapor-Liquid	2	
298.28	17.053	Vapor-Liquid	3	
298.69	17.408	Vapor-Liquid	3	
299.26	17.934	Vapor-Liquid	3	
299.49	18.127	Vapor-Liquid	3	
300.24	18.887	Vapor-Liquid	3	
300.42	19.069	Vapor-Liquid	3	
301.37	20.052	Vapor-Liquid	3	
301.67	20.275	Vapor-Liquid	3	
302.22	20.883	Vapor-Liquid	3	
302.99	21.704	Vapor-Liquid	3	
303.14	21.874	Vapor-Liquid	2	
303.15	21.718	Vapor-Liquid	6	
303.15	21.878	Vapor-Liquid	2	
303.20	21.625	Vapor-Liquid	4	
303.72	22.535	Vapor-Liquid	3	
303.92	22.677	Vapor-Liquid	3	
304.47	23.365	Vapor-Liquid	3	
304.79	23.730	Vapor-Liquid	3	
305.24	24.278	Vapor-Liquid	3	
305.76	24.885	Vapor-Liquid	3	
306.60	25.949	Vapor-Liquid	3	
307.26	26.790	Vapor-Liquid	3	
308.15	27.976	Vapor-Liquid	2	
313.15	34.937	Vapor-Liquid	4	
313.15	35.090	Vapor-Liquid	6	
313.15	35.468	Vapor-Liquid	2	
318.15	44.580	Vapor-Liquid	2	
318.15	44.581	Vapor-Liquid	2	
323.14	55.590	Vapor-Liquid	2	
323.15	54.809	Vapor-Liquid	6	
328.14	68.819	Vapor-Liquid	2	
333.14	84.576	Vapor-Liquid	2	
333.15	84.591	Vapor-Liquid	2	
337.65	101.253	Vapor-Liquid	2	
Number	Source	
1	Kotsarenko A.A.; Yarym-Agaev N.L.: Sättigungsdampfdruck von Methanol im Temperaturbereich von 251,9 bis 298,15. Izv.Vyssh.Uchebn.Zaved.Neft Gaz  (1990) 59-61	
2	Gibbard H.F.; Creek J.L.: Vapor pressure of Methanol from 288.15 to 337.65 K. J.Chem.Eng.Data 19 (1974) 308-310	
3	Dever D.F.; Finch A.; Grunwald E.: The Vapor Pressure of Methanol. J.Phys.Chem. 59 (1955) 668-669	
4	Chun K.W.; Davison R.R.: Thermodynamic Properties of Binary Mixtures of Triethylamine with Methyl and Ethyl Alcohol. J.Chem.Eng.Data 17 (1972) 307-310	
5	Miller G.A.: Vapor Pressure of Liquid Methanol at Low Temperatures. J.Chem.Eng.Data 9 (1964) 418-420	
6	Mishchenko K.P.; Fedorov M.K.: Activities of the Solvent in Solutions of Picric Acid in Methyl Alcohol in the 5-50° Temperature Range. J.Appl.Chem.USSR 34 (1961) 1792-1793	
$$$Virial Coefficients	
T [K]	Second Virial Coefficient [cm3/mol]	State	Reference	
298.15	-1830.0000	Vapor	3	
303.15	-1840.0000	Vapor	1	
303.29	-1900.0000	Vapor	5	
303.32	-1901.0000	Vapor	5	
308.15	-1500.0000	Vapor	2	
318.15	-1411.0000	Vapor	5	
318.23	-1405.0000	Vapor	5	
323.15	-1375.0000	Vapor	2	
332.31	-905.0000	Vapor	5	
332.42	-911.0000	Vapor	5	
338.15	-1200.0000	Vapor	2	
343.15	-934.0000	Vapor	4	
343.15	-929.0000	Vapor	4	
352.20	-668.0000	Vapor	5	
352.30	-695.0000	Vapor	5	
353.15	-737.0000	Vapor	4	
353.15	-733.0000	Vapor	4	
363.15	-585.0000	Vapor	4	
363.15	-571.0000	Vapor	4	
Number	Source	
1	Reimers J.L.; Bhethanabotla V.R.; Campbell S.W.: Total Pressure Measurements for Pentane + Methanol + Ethanol at 303.15 K. J.Chem.Eng.Data 37 (1992) 127-130	
2	McGlashan M.L.; Williamson A.G.: Isothermal Liquid-Vapor Equilibria for System Methanol-Water. J.Chem.Eng.Data 21 (1976) 196-199	
3	Haase R.; Tillmann W.: Mixing Properties of the Liquid Systems Methanol + 2-Propanol and 1-Propanol + 2-Propanol. Z.Phys.Chem.(München) 192 (1995) 121-131	
4	Abuselme J.A.; Vera J.H.: Pure compound and cross second virial coefficients for n-amylamine-al cohol systems at 363.15 K. Measurements with a low pressure Burnett-t ype apparatus.. Fluid Phase Equilib. 45 (1989) 287-302	
5	Kerl K.; Varchmin H.: Mean polarizabilities and second optical and density virial coefficients of CH3OH and CCl2F2 between 300 and 355 K.. Int.J.Thermophys. 12 (1991) 171-189	
